commentary,Player,Team
Shot blocked. César Azpilicueta  - Chelsea -  shot with right foot from outside the box is blocked. Assist -  N'Golo Kanté.,,
Fouled by Pablo Zabaleta  - West Ham United,,
Davide Zappacosta  - Chelsea -  won a free kick in defence.,,
Adrián  - West Ham United -  receive yellow card.,,
"Missed chance. Davide Zappacosta  - Chelsea -  shot with right foot from outside the box is close, but missed. Assist -  Álvaro Morata.",,
Álvaro Morata  - Chelsea -  won a free kick in attack.,,
Fouled by Pedro Obiang  - West Ham United,,
Substitution -  Chelsea. Victor Moses for Marcos Alonso.,,
"Offside - Chelsea. Cesc Fàbregas with a pass, however Álvaro Morata is in offside.",,
Shot blocked. Cesc Fàbregas  - Chelsea -  shot with the head from the centre of the box is blocked. Assist -  Davide Zappacosta with a cross.,,
"Offside - West Ham United. Michail Antonio with a pass, however Marko Arnautovic is in offside.",,
Missed chance. Pedro  - Chelsea -  shot with right foot from outside the box missed.,,
Substitution -  Chelsea. Pedro for Tiemoué Bakayoko.,,
"Second Half starts West Ham United 1, Chelsea 0.",,
"First Half ended - West Ham United 1, Chelsea 0.",,
New attacking attempt. Marko Arnautovic  - West Ham United -  shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist -  Angelo Ogbonna with a head.,,
Corner -  West Ham United. Conceded by César Azpilicueta.,,
Manuel Lanzini  - West Ham United -  won a free kick in defence.,,
Fouled by N'Golo Kanté  - Chelsea,,
Corner -  West Ham United. Conceded by Davide Zappacosta.,,
Corner -  West Ham United. Conceded by Thibaut Courtois.,,
"Offside - West Ham United. Michail Antonio with a pass, however Marko Arnautovic is in offside.",,
Corner -  Chelsea. Conceded by Aaron Cresswell.,,
Shot blocked. Tiemoué Bakayoko  - Chelsea -  shot with right foot from outside the box is blocked. Assist -  Álvaro Morata.,,
"Missed chance. Arthur Masuaku  - West Ham United -  shot with left foot from outside the box is close, but missed. Assist -  Pedro Obiang.",,
Michail Antonio  - West Ham United -  won a free kick in attack.,,
Fouled by Cesc Fàbregas  - Chelsea,,
Missed chance. Álvaro Morata  - Chelsea -  shot with right foot from the centre of the box goes high.,,
Missed chance. Álvaro Morata  - Chelsea -  shot with the head from the centre of the box missed to the left. Assist -  Davide Zappacosta with a cross.,,
Mark Noble  - West Ham United -  won a free kick in defence.,,
Fouled by Cesc Fàbregas  - Chelsea,,
"Offside - Chelsea. Davide Zappacosta with a pass, however Álvaro Morata is in offside.",,
New attacking attempt. Davide Zappacosta  - Chelsea -  shot with left foot from the right side of the box is saved in the right corner. Assist -  N'Golo Kanté.,,
Corner -  Chelsea. Conceded by Adrián.,,
New attacking attempt. N'Golo Kanté  - Chelsea -  shot with right foot from outside the box is saved in the right corner. Assist -  Marcos Alonso.,,
Shot blocked. Marko Arnautovic  - West Ham United -  shot with right foot from the right side of the box is blocked. Assist -  Aaron Cresswell.,,
Shot blocked. Tiemoué Bakayoko  - Chelsea -  shot with left foot from the centre of the box is blocked. Assist -  Cesc Fàbregas.,,
Missed chance. Eden Hazard  - Chelsea -  shot with left foot from the left side of the box missed.,,
Shot blocked. Álvaro Morata  - Chelsea -  shot with the head from the centre of the box is blocked. Assist -  César Azpilicueta with a cross.,,
Marcos Alonso  - Chelsea -  receive yellow card for a foul.,,
Fouled by Marcos Alonso  - Chelsea,,
Adrián  - West Ham United -  won a free kick in defence.,,
Tiemoué Bakayoko  - Chelsea -  won a free kick in attack.,,
Fouled by Pedro Obiang  - West Ham United,,
Gary Cahill  - Chelsea -  won a free kick on the left wing.,,
Fouled by Michail Antonio  - West Ham United,,
Shot blocked. Marcos Alonso  - Chelsea -  shot with left foot from the left side of the box is blocked. Assist -  Eden Hazard.,,
Marcos Alonso  - Chelsea -  won a free kick in defence.,,
Fouled by Angelo Ogbonna  - West Ham United,,
Michail Antonio  - West Ham United -  won a free kick on the right wing.,,
Fouled by Gary Cahill  - Chelsea,,
Michail Antonio  - West Ham United -  won a free kick on the left wing.,,
Fouled by César Azpilicueta  - Chelsea,,
Marko Arnautovic  - West Ham United -  receive yellow card for excessive celebration.,,
"Goal!  West Ham United 1, Chelsea 0. Marko Arnautovic  - West Ham United -  shot with left foot from the centre of the box to the left corner. Assist -  Manuel Lanzini.",,
Tiemoué Bakayoko  - Chelsea -  won a free kick in attack.,,
Fouled by Pablo Zabaleta  - West Ham United,,
Manuel Lanzini  - West Ham United -  won a free kick on the left wing.,,
Fouled by Davide Zappacosta  - Chelsea,,
Erik Pieters  - Stoke City -  Throw In at 94',,
James Tarkowski  - Burnley -  Blocked Pass at 94',,
Jack Butland  - Stoke City -  Free Kick at 93',,
"Offside - Burnley. Nick Pope with a pass, however Ashley Barnes is in offside.",,
New attacking attempt. Eric Maxim Choupo-Moting  - Stoke City -  shot with the head from the left side of the box is saved by goalkeeper in the centre of the goal. Assist -  Erik Pieters with a cross.,,
Erik Pieters  - Stoke City -  Assists Shot at 92',,
Kevin Wimmer  - Stoke City -  Throw In at 92',,
Erik Pieters  - Stoke City -  Throw In at 92',,
Joe Allen  - Stoke City -  Blocked Pass at 91',,
Erik Pieters  - Stoke City -  Corner Kick at 91',,
Erik Pieters  - Stoke City -  Blocked Pass at 91',,
Ashley Barnes  - Burnley -  Blocked Pass at 90',,
"Goal!  Burnley 1, Stoke City 0. Ashley Barnes  - Burnley -  shot with right foot from the centre of the box to the right corner. Assist -  Scott Arfield.",,
Scott Arfield  - Burnley -  Assists Shot at 89',,
Steven Defour  - Burnley -  Throw In at 88',,
Missed chance. James Tarkowski  - Burnley -  shot with the head from the centre of the box missed to the left. Assist -  Johann Berg Gudmundsson with a cross after corner.,,
Johann Gudmundsson  - Burnley -  Assists Shot at 88',,
Maxim Choupo-Moting  - Stoke City -  Corner Kick at 88',,
Missed chance. Peter Crouch  - Stoke City -  shot with left foot from the centre of the box goes high. Assist -  Mame Biram Diouf with a head.,,
Mame Diouf  - Stoke City -  Assists Shot at 87',,
Erik Pieters  - Stoke City -  Throw In at 86',,
Ramadan Sobhi  - Stoke City -  Throw In at 86',,
Phillip Bardsley  - Burnley -  Throw In at 85',,
New attacking attempt. Eric Maxim Choupo-Moting  - Stoke City -  shot with right foot from outside the box is saved in the top centre of the goal. Assist -  Peter Crouch.,,
Peter Crouch  - Stoke City -  Assists Shot at 85',,
Missed chance. Ramadan Sobhi  - Stoke City -  shot with right foot from outside the box missed after corner.,,
Corner -  Stoke City. Conceded by Jack Cork.,,
Maxim Choupo-Moting  - Stoke City -  Corner Kick at 84',,
Jack Cork  - Burnley -  Blocked Pass at 84',,
Geoff Cameron  - Stoke City -  Throw In at 84',,
Substitution -  Stoke City. Eric Maxim Choupo-Moting for Xherdan Shaqiri.,,
Charlie Taylor  - Burnley -  Throw In at 83',,
Mame Diouf  - Stoke City -  Blocked Pass at 83',,
Charlie Taylor  - Burnley -  Throw In at 82',,
Ashley Barnes  - Burnley -  Blocked Pass at 82',,
Substitution -  Burnley. Sam Vokes for Chris Wood.,,
Nick Pope  - Burnley -  Free Kick at 80',,
Hand ball by Xherdan Shaqiri  - Stoke City,,
Geoff Cameron  - Stoke City -  Throw In at 80',,
Geoff Cameron  - Stoke City -  Throw In at 80',,
Jack Butland  - Stoke City -  Free Kick at 79',,
Ryan Shawcross  - Stoke City -  won a free kick in defence.,,
Steven Defour  - Burnley -  Blocked Pass at 79',,
Phillip Bardsley  - Burnley -  Throw In at 78',,
Missed chance. Ashley Barnes  - Burnley -  shot with right foot from outside the box missed to the left.,,
Nick Pope  - Burnley -  Free Kick at 77',,
Phil Bardsley  - Burnley -  won a free kick in defence.,,
Geoff Cameron  - Stoke City -  Throw In at 77',,
Missed chance. Darren Fletcher  - Stoke City -  shot with right foot from outside the box goes high.,,
Phillip Bardsley  - Burnley -  Throw In at 75',,
Nick Pope  - Burnley -  Free Kick at 75',,
"Offside - Stoke City. Mame Biram Diouf with a pass, however Xherdan Shaqiri is in offside.",,
Ryan Shawcross  - Stoke City -  Free Kick at 74',,
Xherdan Shaqiri  - Stoke City -  won a free kick in defence.,,
Substitution -  Burnley. Ashley Barnes for Jeff Hendrick.,,
Missed chance. Johann Berg Gudmundsson  - Burnley -  shot with left foot from the left side of the box is high and wide to the left. Assist -  Chris Wood.,,
Chris Wood  - Burnley -  Assists Shot at 71',,
Joe Allen  - Stoke City -  Blocked Pass at 71',,
Johann Gudmundsson  - Burnley -  Free Kick at 70',,
Fouled by Joe Allen  - Stoke City,,
New attacking attempt. Steven Defour  - Burnley -  shot with right foot from outside the box is saved in the left corner.,,
Kevin Wimmer  - Stoke City -  Blocked Pass at 69',,
Charlie Taylor  - Burnley -  Throw In at 68',,
Nick Pope  - Burnley -  Free Kick at 68',,
Kevin Long  - Burnley -  won a free kick in defence.,,
Kevin Long  - Burnley -  Blocked Pass at 67',,
Jack Butland  - Stoke City -  Free Kick at 67',,
Peter Crouch  - Stoke City -  won a free kick in defence.,,
Nick Pope  - Burnley -  Free Kick at 66',,
Substitution -  Stoke City. Kevin Wimmer for Kurt Zouma  - injury.,,
Jack Cork  - Burnley -  won a free kick in defence.,,
Phillip Bardsley  - Burnley -  Throw In at 62',,
Phillip Bardsley  - Burnley -  Throw In at 60',,
Johann Gudmundsson  - Burnley -  Free Kick at 59',,
Johann Berg Gudmundsson  - Burnley -  won a free kick in attack.,,
Erik Pieters  - Stoke City -  Throw In at 56',,
New attacking attempt. Xherdan Shaqiri  - Stoke City -  shot with right foot from outside the box is saved by goalkeeper in the centre of the goal. Assist -  Peter Crouch with a head.,,
Peter Crouch  - Stoke City -  Assists Shot at 54',,
Phillip Bardsley  - Burnley -  Throw In at 52',,
Steven Defour  - Burnley -  Free Kick at 51',,
Scott Arfield  - Burnley -  won a free kick in attack.,,
Phillip Bardsley  - Burnley -  Throw In at 51',,
Nick Pope  - Burnley -  Free Kick at 50',,
Hand ball by Mame Biram Diouf  - Stoke City,,
Geoff Cameron  - Stoke City -  Throw In at 49',,
Erik Pieters  - Stoke City -  Throw In at 49',,
Phillip Bardsley  - Burnley -  Blocked Pass at 48',,
Phillip Bardsley  - Burnley -  Throw In at 48',,
Phillip Bardsley  - Burnley -  Throw In at 48',,
New attacking attempt. Mame Biram Diouf  - Stoke City -  shot with right foot from more than 35 yards is saved by goalkeeper in the centre of the goal. Assist -  Peter Crouch with a head.,,
Peter Crouch  - Stoke City -  Assists Shot at 48',,
Erik Pieters  - Stoke City -  Throw In at 48',,
Phillip Bardsley  - Burnley -  Throw In at 47',,
Erik Pieters  - Stoke City -  Blocked Pass at 47',,
Erik Pieters  - Stoke City -  Blocked Pass at 47',,
Nick Pope  - Burnley -  Free Kick at 47',,
Fouled by Peter Crouch  - Stoke City,,
Charlie Taylor  - Burnley -  Throw In at 46',,
"Thats all. Game finished -  Burnley 1, Stoke City 0.",,
"Second Half ended - Burnley 1, Stoke City 0.",,
"Offside - Burnley. Nick Pope with a pass, however Ashley Barnes is in offside.",,
New attacking attempt. Eric Maxim Choupo-Moting  - Stoke City -  shot with the head from the left side of the box is saved by goalkeeper in the centre of the goal. Assist -  Erik Pieters with a cross.,,
Corner -  Burnley. Conceded by Erik Pieters.,,
"Goal!  Burnley 1, Stoke City 0. Ashley Barnes  - Burnley -  shot with right foot from the centre of the box to the right corner. Assist -  Scott Arfield.",,
Missed chance. James Tarkowski  - Burnley -  shot with the head from the centre of the box missed to the left. Assist -  Johann Berg Gudmundsson with a cross after corner.,,
Corner -  Burnley. Conceded by Eric Maxim Choupo-Moting.,,
Missed chance. Peter Crouch  - Stoke City -  shot with left foot from the centre of the box goes high. Assist -  Mame Biram Diouf with a head.,,
New attacking attempt. Eric Maxim Choupo-Moting  - Stoke City -  shot with right foot from outside the box is saved in the top centre of the goal. Assist -  Peter Crouch.,,
Missed chance. Ramadan Sobhi  - Stoke City -  shot with right foot from outside the box missed after corner.,,
Corner -  Stoke City. Conceded by Jack Cork.,,
Substitution -  Stoke City. Eric Maxim Choupo-Moting for Xherdan Shaqiri.,,
Substitution -  Burnley. Sam Vokes for Chris Wood.,,
Hand ball by Xherdan Shaqiri  - Stoke City,,
Ryan Shawcross  - Stoke City -  won a free kick in defence.,,
Fouled by Ashley Barnes  - Burnley,,
Missed chance. Ashley Barnes  - Burnley -  shot with right foot from outside the box missed to the left.,,
Phil Bardsley  - Burnley -  won a free kick in defence.,,
Fouled by Ramadan Sobhi  - Stoke City,,
Missed chance. Darren Fletcher  - Stoke City -  shot with right foot from outside the box goes high.,,
"Offside - Stoke City. Mame Biram Diouf with a pass, however Xherdan Shaqiri is in offside.",,
Xherdan Shaqiri  - Stoke City -  won a free kick in defence.,,
Fouled by Charlie Taylor  - Burnley,,
Substitution -  Burnley. Ashley Barnes for Jeff Hendrick.,,
Missed chance. Johann Berg Gudmundsson  - Burnley -  shot with left foot from the left side of the box is high and wide to the left. Assist -  Chris Wood.,,
Fouled by Joe Allen  - Stoke City,,
Charlie Taylor  - Burnley -  won a free kick on the left wing.,,
New attacking attempt. Steven Defour  - Burnley -  shot with right foot from outside the box is saved in the left corner.,,
Kevin Long  - Burnley -  won a free kick in defence.,,
Fouled by Mame Biram Diouf  - Stoke City,,
Peter Crouch  - Stoke City -  won a free kick in defence.,,
Fouled by Kevin Long  - Burnley,,
Substitution -  Stoke City. Kevin Wimmer for Kurt Zouma  - injury.,,
Delay over. They are ready to continue.,,
Delay in match Kurt Zouma  - Stoke City -   - injury.,,
Jack Cork  - Burnley -  won a free kick in defence.,,
Fouled by Mame Biram Diouf  - Stoke City,,
Johann Berg Gudmundsson  - Burnley -  won a free kick in attack.,,
Fouled by Erik Pieters  - Stoke City,,
New attacking attempt. Xherdan Shaqiri  - Stoke City -  shot with right foot from outside the box is saved by goalkeeper in the centre of the goal. Assist -  Peter Crouch with a head.,,
Scott Arfield  - Burnley -  won a free kick in attack.,,
Fouled by Xherdan Shaqiri  - Stoke City,,
Hand ball by Mame Biram Diouf  - Stoke City,,
New attacking attempt. Mame Biram Diouf  - Stoke City -  shot with right foot from more than 35 yards is saved by goalkeeper in the centre of the goal. Assist -  Peter Crouch with a head.,,
Kevin Long  - Burnley -  won a free kick in defence.,,
Fouled by Peter Crouch  - Stoke City,,
"Second Half starts Burnley 0, Stoke City 0.",,
"First Half ended - Burnley 0, Stoke City 0.",,
Ramadan Sobhi  - Stoke City -  won a free kick in attack.,,
Fouled by Steven Defour  - Burnley,,
"Offside - Burnley. Johann Berg Gudmundsson with a pass, however Jack Cork is in offside.",,
Missed chance. Ramadan Sobhi  - Stoke City -  shot with right foot from outside the box missed to the left.,,
